Date,"Spot exchange rate, US $ into Sterling",FTSE100 daily return,10Y yield,yield-curve,bank rate,CPI,GDP,Unemployment
04-Aug-14,0.5938,-0.0002,2.643,1.68,0.50,1.5,87.8885,6
01-Aug-14,0.5939,-0.0076,2.662,1.69,0.50,1.5,87.8885,6
31-Jul-14,0.5923,-0.0064,2.718,1.72,0.50,1.6,87.9254,6
30-Jul-14,0.5916,-0.0050,2.698,1.67,0.50,1.6,87.9254,6
29-Jul-14,0.5901,0.0029,2.648,1.65,0.50,1.6,87.9254,6
28-Jul-14,0.5882,-0.0005,2.683,1.68,0.50,1.6,87.9254,6
25-Jul-14,0.5891,-0.0044,2.673,1.68,0.50,1.6,87.9254,6
24-Jul-14,0.5891,0.0034,2.705,1.70,0.50,1.6,87.9254,6
23-Jul-14,0.5868,0.0004,2.659,1.69,0.50,1.6,87.9254,6
22-Jul-14,0.5862,0.0099,2.688,1.70,0.50,1.6,87.9254,6
21-Jul-14,0.586,-0.0031,2.666,1.69,0.50,1.6,87.9254,6
18-Jul-14,0.5859,0.0017,2.680,1.69,0.50,1.6,87.9254,6
17-Jul-14,0.585,-0.0068,2.694,1.73,0.50,1.6,87.9254,6
16-Jul-14,0.5834,0.0111,2.756,1.74,0.50,1.6,87.9254,6
15-Jul-14,0.5833,-0.0053,2.755,1.74,0.50,1.6,87.9254,6
14-Jul-14,0.5852,0.0084,2.713,1.74,0.50,1.6,87.9254,6
11-Jul-14,0.5847,0.0027,2.713,1.74,0.50,1.6,87.9254,6
10-Jul-14,0.5844,-0.0068,2.733,1.73,0.50,1.6,87.9254,6
09-Jul-14,0.5835,-0.0030,2.767,1.76,0.50,1.6,87.9254,6
08-Jul-14,0.5841,-0.0125,2.762,1.78,0.50,1.6,87.9254,6
07-Jul-14,0.5838,-0.0062,2.833,1.82,0.50,1.6,87.9254,6
04-Jul-14,0.5832,0.0001,2.854,1.83,0.50,1.6,87.9254,6
03-Jul-14,0.5833,0.0072,2.847,1.84,0.50,1.6,87.9254,6
02-Jul-14,0.5824,0.0020,2.844,1.81,0.50,1.6,87.9254,6
01-Jul-14,0.5835,0.0087,2.801,1.79,0.50,1.6,87.9254,6
30-Jun-14,0.5849,-0.0020,2.767,1.79,0.50,1.8,87.5016,6.1
27-Jun-14,0.5877,0.0034,2.734,1.79,0.50,1.8,87.5016,6.1
26-Jun-14,0.588,0.0002,2.735,1.80,0.50,1.8,87.5016,6.1
25-Jun-14,0.5889,-0.0079,2.746,1.82,0.50,1.8,87.5016,6.1
24-Jun-14,0.5892,-0.0020,2.826,1.86,0.50,1.8,87.5016,6.1
23-Jun-14,0.588,-0.0036,2.821,1.85,0.50,1.8,87.5016,6.1
20-Jun-14,0.5876,0.0025,2.852,1.86,0.50,1.8,87.5016,6.1
19-Jun-14,0.5863,0.0044,2.818,1.85,0.50,1.8,87.5016,6.1
18-Jun-14,0.5904,0.0017,2.810,1.86,0.50,1.8,87.5016,6.1
17-Jun-14,0.5893,0.0018,2.853,1.86,0.50,1.8,87.5016,6.1
16-Jun-14,0.5887,-0.0034,2.829,1.86,0.50,1.8,87.5016,6.1
13-Jun-14,0.5896,-0.0095,2.840,1.89,0.50,1.8,87.5016,6.1
12-Jun-14,0.5938,0.0006,2.786,1.99,0.50,1.8,87.5016,6.1
11-Jun-14,0.5957,-0.0050,2.781,2.00,0.50,1.8,87.5016,6.1
10-Jun-14,0.5966,-0.0002,2.795,2.00,0.50,1.8,87.5016,6.1
09-Jun-14,0.5955,0.0024,2.766,2.00,0.50,1.8,87.5016,6.1
06-Jun-14,0.5956,0.0066,2.749,2.00,0.50,1.8,87.5016,6.1
05-Jun-14,0.5955,-0.0008,2.771,2.02,0.50,1.8,87.5016,6.1
04-Jun-14,0.5969,-0.0026,2.781,2.00,0.50,1.8,87.5016,6.1
03-Jun-14,0.5974,-0.0041,2.719,1.98,0.50,1.8,87.5016,6.1
02-Jun-14,0.5968,0.0029,2.693,1.95,0.50,1.8,87.5016,6.1
30-May-14,0.5962,-0.0039,2.651,1.92,0.50,1.5,87.1485,6.3
29-May-14,0.5982,0.0029,2.611,1.91,0.50,1.5,87.1485,6.3
28-May-14,0.5986,0.0009,2.629,1.94,0.50,1.5,87.1485,6.3
27-May-14,0.5951,0.0043,2.708,1.98,0.50,1.5,87.1485,6.3
23-May-14,0.5938,-0.0007,2.704,1.97,0.50,1.5,87.1485,6.3
22-May-14,0.5932,-0.0001,2.720,1.98,0.50,1.5,87.1485,6.3
21-May-14,0.5925,0.0028,2.712,1.97,0.50,1.5,87.1485,6.3
20-May-14,0.5936,-0.0062,2.698,1.96,0.50,1.5,87.1485,6.3
19-May-14,0.5943,-0.0016,2.659,1.94,0.50,1.5,87.1485,6.3
16-May-14,0.5942,0.0022,2.636,1.92,0.50,1.5,87.1485,6.3
15-May-14,0.5954,-0.0055,2.601,1.92,0.50,1.5,87.1485,6.3
14-May-14,0.5961,0.0008,2.668,1.97,0.50,1.5,87.1485,6.3
13-May-14,0.5939,0.0031,2.744,1.99,0.50,1.5,87.1485,6.3
12-May-14,0.5927,0.0055,2.827,2.00,0.50,1.5,87.1485,6.3
09-May-14,0.5938,-0.0036,2.765,1.99,0.50,1.5,87.1485,6.3
08-May-14,0.5899,0.0063,2.730,1.99,0.50,1.5,87.1485,6.3
07-May-14,0.5894,-0.0003,2.747,1.97,0.50,1.5,87.1485,6.3
06-May-14,0.5885,-0.0035,2.737,1.96,0.50,1.5,87.1485,6.3
02-May-14,0.5927,0.0020,2.699,2.00,0.50,1.5,87.1485,6.3
01-May-14,0.5919,0.0043,2.733,2.02,0.50,1.5,87.1485,6.3
30-Apr-14,0.5922,0.0015,2.766,2.04,0.50,1.7,86.9466,6.4
29-Apr-14,0.5937,0.0104,2.749,2.05,0.50,1.7,86.9466,6.4
28-Apr-14,0.595,0.0022,2.723,2.03,0.50,1.7,86.9466,6.4
25-Apr-14,0.5948,-0.0026,2.720,2.01,0.50,1.7,86.9466,6.4
24-Apr-14,0.5952,0.0042,2.743,2.04,0.50,1.7,86.9466,6.4
23-Apr-14,0.596,-0.0011,2.744,2.05,0.50,1.7,86.9466,6.4
22-Apr-14,0.5944,0.0085,2.773,2.04,0.50,1.7,86.9466,6.4
17-Apr-14,0.595,0.0062,2.710,2.02,0.50,1.7,86.9466,6.4
16-Apr-14,0.5956,0.0065,2.685,2.04,0.50,1.7,86.9466,6.4
15-Apr-14,0.5977,-0.0064,2.684,2.05,0.50,1.7,86.9466,6.4
14-Apr-14,0.5976,0.0034,2.730,2.06,0.50,1.7,86.9466,6.4
11-Apr-14,0.5981,-0.0121,2.682,2.06,0.50,1.7,86.9466,6.4
10-Apr-14,0.5961,0.0010,2.702,2.07,0.50,1.7,86.9466,6.4
09-Apr-14,0.5971,0.0068,2.787,2.11,0.50,1.7,86.9466,6.4
08-Apr-14,0.5971,-0.0049,2.734,2.11,0.50,1.7,86.9466,6.4
07-Apr-14,0.602,-0.0109,2.726,2.10,0.50,1.7,86.9466,6.4
04-Apr-14,0.6028,0.0070,2.770,2.11,0.50,1.7,86.9466,6.4
03-Apr-14,0.6029,-0.0015,2.794,2.15,0.50,1.7,86.9466,6.4
02-Apr-14,0.6011,0.0010,2.814,2.15,0.50,1.7,86.9466,6.4
01-Apr-14,0.6011,0.0082,2.799,2.13,0.50,1.7,86.9466,6.4
31-Mar-14,0.5998,-0.0026,2.790,2.11,0.50,1.5,86.7506,6.6
28-Mar-14,0.6011,0.0041,2.768,2.10,0.50,1.5,86.7506,6.6
27-Mar-14,0.602,-0.0026,2.740,2.10,0.50,1.5,86.7506,6.6
26-Mar-14,0.6037,0.0001,2.747,2.12,0.50,1.5,86.7506,6.6
25-Mar-14,0.6058,0.0130,2.757,2.13,0.50,1.5,86.7506,6.6
24-Mar-14,0.6065,-0.0056,2.742,2.14,0.50,1.5,86.7506,6.6
21-Mar-14,0.6063,0.0023,2.785,2.18,0.50,1.5,86.7506,6.6
20-Mar-14,0.6057,-0.0047,2.836,2.20,0.50,1.5,86.7506,6.6
19-Mar-14,0.6014,-0.0049,2.766,2.16,0.50,1.5,86.7506,6.6
18-Mar-14,0.6034,0.0056,2.745,2.15,0.50,1.5,86.7506,6.6
17-Mar-14,0.6008,0.0062,2.769,2.15,0.50,1.5,86.7506,6.6
14-Mar-14,0.6014,-0.0040,2.724,2.16,0.50,1.5,86.7506,6.6
13-Mar-14,0.5996,-0.0101,2.774,2.19,0.50,1.5,86.7506,6.6
12-Mar-14,0.6022,-0.0097,2.821,2.21,0.50,1.5,86.7506,6.6
11-Mar-14,0.6014,-0.0006,2.846,2.25,0.50,1.5,86.7506,6.6
10-Mar-14,0.6012,-0.0035,2.856,2.26,0.50,1.5,86.7506,6.6
07-Mar-14,0.598,-0.0112,2.848,2.26,0.50,1.5,86.7506,6.6
06-Mar-14,0.5982,0.0019,2.833,2.25,0.50,1.5,86.7506,6.6
05-Mar-14,0.5977,-0.0071,2.789,2.21,0.50,1.5,86.7506,6.6
04-Mar-14,0.5998,0.0172,2.769,2.18,0.50,1.5,86.7506,6.6
03-Mar-14,0.5982,-0.0149,2.753,2.15,0.50,1.5,86.7506,6.6
28-Feb-14,0.5967,-0.0001,2.809,2.20,0.50,1.6,86.3796,6.7
27-Feb-14,0.5998,0.0016,2.755,2.16,0.50,1.6,86.3796,6.7
26-Feb-14,0.6009,-0.0046,2.811,2.19,0.50,1.6,86.3796,6.7
25-Feb-14,0.5994,-0.0052,2.825,2.21,0.50,1.6,86.3796,6.7
24-Feb-14,0.6013,0.0041,2.826,2.26,0.50,1.6,86.3796,6.7
21-Feb-14,0.5993,0.0037,2.846,2.26,0.50,1.6,86.3796,6.7
20-Feb-14,0.6003,0.0024,2.871,2.26,0.50,1.6,86.3796,6.7
19-Feb-14,0.5983,0.0000,2.809,2.24,0.50,1.6,86.3796,6.7
18-Feb-14,0.5989,0.0090,2.817,2.23,0.50,1.6,86.3796,6.7
17-Feb-14,0.5984,0.0109,2.842,2.24,0.50,1.6,86.3796,6.7
14-Feb-14,0.5976,0.0006,2.864,2.23,0.50,1.6,86.3796,6.7
13-Feb-14,0.6011,-0.0023,2.851,2.23,0.50,1.6,86.3796,6.7
12-Feb-14,0.603,0.0004,2.881,2.24,0.50,1.6,86.3796,6.7
11-Feb-14,0.6066,0.0123,2.803,2.24,0.50,1.6,86.3796,6.7
10-Feb-14,0.6098,0.0030,2.800,2.25,0.50,1.6,86.3796,6.7
07-Feb-14,0.61,0.0020,2.784,2.23,0.50,1.6,86.3796,6.7
06-Feb-14,0.6126,0.0155,2.816,2.24,0.50,1.6,86.3796,6.7
05-Feb-14,0.6133,0.0013,2.746,2.21,0.50,1.6,86.3796,6.7
04-Feb-14,0.6136,-0.0025,2.760,2.21,0.50,1.6,86.3796,6.7
03-Feb-14,0.6123,-0.0069,2.778,2.20,0.50,1.6,86.3796,6.7
31-Jan-14,0.6085,-0.0043,2.785,2.19,0.50,1.8,85.8936,6.9
30-Jan-14,0.6061,-0.0009,2.815,2.21,0.50,1.8,85.8936,6.9
29-Jan-14,0.6042,-0.0043,2.827,2.24,0.50,1.8,85.8936,6.9
28-Jan-14,0.603,0.0033,2.875,2.22,0.50,1.8,85.8936,6.9
27-Jan-14,0.6034,-0.0170,2.844,2.21,0.50,1.8,85.8936,6.9
24-Jan-14,0.606,-0.0162,2.829,2.21,0.50,1.8,85.8936,6.9
23-Jan-14,0.6013,-0.0078,2.865,2.23,0.50,1.8,85.8936,6.9
22-Jan-14,0.6031,-0.0012,2.921,2.26,0.50,1.8,85.8936,6.9
21-Jan-14,0.6074,-0.0004,2.887,2.27,0.50,1.8,85.8936,6.9
20-Jan-14,0.609,0.0011,2.878,2.27,0.50,1.8,85.8936,6.9
17-Jan-14,0.6081,0.0020,2.887,2.29,0.50,1.8,85.8936,6.9
16-Jan-14,0.6118,-0.0007,2.866,2.30,0.50,1.8,85.8936,6.9
15-Jan-14,0.6116,0.0078,2.913,2.33,0.50,1.8,85.8936,6.9
14-Jan-14,0.6075,0.0014,2.881,2.31,0.50,1.8,85.8936,6.9
13-Jan-14,0.6104,0.0026,2.882,2.33,0.50,1.8,85.8936,6.9
10-Jan-14,0.6066,0.0073,2.930,2.34,0.50,1.8,85.8936,6.9
09-Jan-14,0.6074,-0.0045,3.015,2.39,0.50,1.8,85.8936,6.9
08-Jan-14,0.6072,-0.0050,3.020,2.39,0.50,1.8,85.8936,6.9
07-Jan-14,0.6098,0.0037,2.987,2.42,0.50,1.8,85.8936,6.9
06-Jan-14,0.6093,0.0000,3.005,2.46,0.50,1.8,85.8936,6.9
03-Jan-14,0.6081,0.0019,3.054,2.48,0.50,1.8,85.8936,6.9
02-Jan-14,0.6084,-0.0046,3.056,2.48,0.50,1.8,85.8936,6.9
31-Dec-13,0.605,0.0026,3.047,2.44,0.50,1.9,85.3918,7.1
30-Dec-13,0.6051,-0.0029,3.048,2.45,0.50,1.9,85.3918,7.1
27-Dec-13,0.6063,0.0085,3.105,2.43,0.50,1.9,85.3918,7.1
24-Dec-13,0.6112,0.0023,3.007,2.40,0.50,1.9,85.3918,7.1
23-Dec-13,0.6114,0.0109,2.991,2.40,0.50,1.9,85.3918,7.1
20-Dec-13,0.6114,0.0033,2.966,2.41,0.50,1.9,85.3918,7.1
19-Dec-13,0.6111,0.0143,2.982,2.44,0.50,1.9,85.3918,7.1
18-Dec-13,0.6101,0.0009,2.938,2.46,0.50,1.9,85.3918,7.1
17-Dec-13,0.6157,-0.0055,2.901,2.46,0.50,1.9,85.3918,7.1
16-Dec-13,0.6135,0.0128,2.904,2.44,0.50,1.9,85.3918,7.1
13-Dec-13,0.6144,-0.0008,2.921,2.45,0.50,1.9,85.3918,7.1
12-Dec-13,0.6126,-0.0096,2.925,2.44,0.50,1.9,85.3918,7.1
11-Dec-13,0.6109,-0.0024,2.896,2.42,0.50,1.9,85.3918,7.1
10-Dec-13,0.6088,-0.0055,2.902,2.42,0.50,1.9,85.3918,7.1
09-Dec-13,0.6102,0.0011,2.933,2.43,0.50,1.9,85.3918,7.1
06-Dec-13,0.6115,0.0083,2.912,2.41,0.50,1.9,85.3918,7.1
05-Dec-13,0.6127,-0.0018,2.922,2.44,0.50,1.9,85.3918,7.1
04-Dec-13,0.6118,-0.0034,2.907,2.42,0.50,1.9,85.3918,7.1
03-Dec-13,0.6092,-0.0095,2.843,2.36,0.50,1.9,85.3918,7.1
02-Dec-13,0.6109,-0.0083,2.869,2.37,0.50,1.9,85.3918,7.1
29-Nov-13,0.6104,-0.0006,2.794,2.34,0.50,1.9,85.6875,7.2
28-Nov-13,0.6117,0.0008,2.770,2.33,0.50,1.9,85.6875,7.2
27-Nov-13,0.6144,0.0020,2.781,2.33,0.50,1.9,85.6875,7.2
26-Nov-13,0.618,-0.0087,2.759,2.33,0.50,1.9,85.6875,7.2
25-Nov-13,0.619,0.0030,2.782,2.37,0.50,1.9,85.6875,7.2
22-Nov-13,0.6178,-0.0011,2.818,2.39,0.50,1.9,85.6875,7.2
21-Nov-13,0.6192,0.0000,2.846,2.40,0.50,1.9,85.6875,7.2
20-Nov-13,0.6183,-0.0025,2.749,2.32,0.50,1.9,85.6875,7.2
19-Nov-13,0.621,-0.0038,2.738,2.30,0.50,1.9,85.6875,7.2
18-Nov-13,0.6206,0.0045,2.735,2.32,0.50,1.9,85.6875,7.2
15-Nov-13,0.6214,0.0041,2.751,2.34,0.50,1.9,85.6875,7.2
14-Nov-13,0.6214,0.0054,2.774,2.34,0.50,1.9,85.6875,7.2
13-Nov-13,0.6255,-0.0144,2.806,2.36,0.50,1.9,85.6875,7.2
12-Nov-13,0.6279,-0.0002,2.806,2.36,0.50,1.9,85.6875,7.2
11-Nov-13,0.6261,0.0030,2.810,2.33,0.50,1.9,85.6875,7.2
08-Nov-13,0.6252,0.0017,2.778,2.32,0.50,1.9,85.6875,7.2
07-Nov-13,0.6232,-0.0066,2.693,2.30,0.50,1.9,85.6875,7.2
06-Nov-13,0.6219,-0.0008,2.731,2.29,0.50,1.9,85.6875,7.2
05-Nov-13,0.6233,-0.0025,2.729,2.27,0.50,1.9,85.6875,7.2
04-Nov-13,0.6269,0.0043,2.650,2.25,0.50,1.9,85.6875,7.2
01-Nov-13,0.6281,0.0005,2.660,2.24,0.50,1.9,85.6875,7.2
31-Oct-13,0.6224,-0.0068,2.628,2.21,0.50,2,85.7284,7.2
30-Oct-13,0.622,0.0004,2.545,2.17,0.50,2,85.7284,7.2
29-Oct-13,0.6227,0.0073,2.611,2.19,0.50,2,85.7284,7.2
28-Oct-13,0.6199,0.0007,2.627,2.18,0.50,2,85.7284,7.2
25-Oct-13,0.6185,0.0012,2.625,2.19,0.50,2,85.7284,7.2
24-Oct-13,0.6185,0.0058,2.640,2.20,0.50,2,85.7284,7.2
23-Oct-13,0.6185,-0.0032,2.607,2.20,0.50,2,85.7284,7.2
22-Oct-13,0.6168,0.0062,2.639,2.23,0.50,2,85.7284,7.2
21-Oct-13,0.6189,0.0048,2.733,2.26,0.50,2,85.7284,7.2
18-Oct-13,0.6177,0.0071,2.712,2.25,0.50,2,85.7284,7.2
17-Oct-13,0.6193,0.0007,2.739,2.28,0.50,2,85.7284,7.2
16-Oct-13,0.6277,0.0034,2.819,2.35,0.50,2,85.7284,7.2
15-Oct-13,0.6263,0.0064,2.776,2.30,0.50,2,85.7284,7.2
14-Oct-13,0.6244,0.0032,2.734,2.30,0.50,2,85.7284,7.2
11-Oct-13,0.6271,0.0088,2.712,2.29,0.50,2,85.7284,7.2
10-Oct-13,0.6268,0.0146,2.720,2.31,0.50,2,85.7284,7.2
09-Oct-13,0.6277,-0.0044,2.666,2.26,0.50,2,85.7284,7.2
08-Oct-13,0.6208,-0.0111,2.682,2.26,0.50,2,85.7284,7.2
07-Oct-13,0.6219,-0.0026,2.679,2.26,0.50,2,85.7284,7.2
04-Oct-13,0.6222,0.0008,2.706,2.27,0.50,2,85.7284,7.2
03-Oct-13,0.6184,0.0018,2.662,2.25,0.50,2,85.7284,7.2
02-Oct-13,0.6162,-0.0035,2.669,2.26,0.50,2,85.7284,7.2
01-Oct-13,0.6171,-0.0003,2.674,2.25,0.50,2,85.7284,7.2
30-Sep-13,0.6175,-0.0077,2.679,2.25,0.50,2.4,85.1675,7.4
27-Sep-13,0.6203,-0.0081,2.679,2.26,0.50,2.4,85.1675,7.4
26-Sep-13,0.6248,0.0021,2.716,2.29,0.50,2.4,85.1675,7.4
25-Sep-13,0.6223,-0.0030,2.723,2.30,0.50,2.4,85.1675,7.4
24-Sep-13,0.6256,0.0021,2.780,2.35,0.50,2.4,85.1675,7.4
23-Sep-13,0.6238,-0.0059,2.861,2.40,0.50,2.4,85.1675,7.4
20-Sep-13,0.625,-0.0044,2.889,2.40,0.50,2.4,85.1675,7.4
19-Sep-13,0.6225,0.0101,2.860,2.38,0.50,2.4,85.1675,7.4
18-Sep-13,0.6262,-0.0017,2.958,2.42,0.50,2.4,85.1675,7.4
17-Sep-13,0.6289,-0.0080,2.898,2.41,0.50,2.4,85.1675,7.4
16-Sep-13,0.6275,0.0059,2.837,2.39,0.50,2.4,85.1675,7.4
13-Sep-13,0.6303,-0.0008,2.872,2.42,0.50,2.4,85.1675,7.4
12-Sep-13,0.6319,0.0001,2.894,2.44,0.50,2.4,85.1675,7.4
11-Sep-13,0.6324,0.0007,2.953,2.46,0.50,2.4,85.1675,7.4
10-Sep-13,0.6361,0.0082,2.967,2.47,0.50,2.4,85.1675,7.4
09-Sep-13,0.6361,-0.0025,2.892,2.41,0.50,2.4,85.1675,7.4
06-Sep-13,0.6398,0.0023,2.878,2.42,0.50,2.4,85.1675,7.4
05-Sep-13,0.6414,0.0089,2.946,2.43,0.50,2.4,85.1675,7.4
04-Sep-13,0.6398,0.0010,2.820,2.38,0.50,2.4,85.1675,7.4
03-Sep-13,0.6439,-0.0058,2.833,2.40,0.50,2.4,85.1675,7.4
02-Sep-13,0.6425,0.0145,2.797,2.38,0.50,2.4,85.1675,7.4
30-Aug-13,0.6464,-0.0108,2.743,2.36,0.50,2.4,85.0881,7.6
29-Aug-13,0.6454,0.0082,2.738,2.36,0.50,2.4,85.0881,7.6
28-Aug-13,0.6436,-0.0017,2.762,2.35,0.50,2.4,85.0881,7.6
27-Aug-13,0.6435,-0.0079,2.733,2.36,0.50,2.4,85.0881,7.6
23-Aug-13,0.6413,0.0070,2.825,2.42,0.50,2.4,85.0881,7.6
22-Aug-13,0.6421,0.0088,2.837,2.47,0.50,2.4,85.0881,7.6
21-Aug-13,0.6374,-0.0097,2.839,2.47,0.50,2.4,85.0881,7.6
20-Aug-13,0.6378,-0.0019,2.805,2.47,0.50,2.4,85.0881,7.6
19-Aug-13,0.6382,-0.0053,2.862,2.47,0.50,2.4,85.0881,7.6
16-Aug-13,0.6405,0.0026,2.820,2.44,0.50,2.4,85.0881,7.6
15-Aug-13,0.6428,-0.0158,2.802,2.41,0.50,2.4,85.0881,7.6
14-Aug-13,0.6436,-0.0037,2.750,2.38,0.50,2.4,85.0881,7.6
13-Aug-13,0.6468,0.0057,2.727,2.36,0.50,2.4,85.0881,7.6
12-Aug-13,0.646,-0.0014,2.596,2.29,0.50,2.4,85.0881,7.6
09-Aug-13,0.644,0.0082,2.598,2.31,0.50,2.4,85.0881,7.6
08-Aug-13,0.6429,0.0028,2.608,2.30,0.50,2.4,85.0881,7.6
07-Aug-13,0.6444,-0.0141,2.593,2.28,0.50,2.4,85.0881,7.6
06-Aug-13,0.65,-0.0023,2.602,2.28,0.50,2.4,85.0881,7.6
05-Aug-13,0.6523,-0.0043,2.585,2.27,0.50,2.4,85.0881,7.6
02-Aug-13,0.6547,-0.0051,2.545,2.26,0.50,2.4,85.0881,7.6
01-Aug-13,0.6596,0.0092,2.517,2.27,0.50,2.4,85.0881,7.6
31-Jul-13,0.6595,0.0076,2.473,2.23,0.50,2.5,84.8751,7.7
30-Jul-13,0.6554,0.0016,2.436,2.18,0.50,2.5,84.8751,7.7
29-Jul-13,0.6516,0.0008,2.450,2.19,0.50,2.5,84.8751,7.7
26-Jul-13,0.6507,-0.0050,2.453,2.21,0.50,2.5,84.8751,7.7
25-Jul-13,0.653,-0.0049,2.506,2.23,0.50,2.5,84.8751,7.7
24-Jul-13,0.6512,0.0035,2.509,2.22,0.50,2.5,84.8751,7.7
23-Jul-13,0.6507,-0.0039,2.430,2.15,0.50,2.5,84.8751,7.7
22-Jul-13,0.6506,-0.0011,2.392,2.13,0.50,2.5,84.8751,7.7
19-Jul-13,0.6553,-0.0006,2.415,2.16,0.50,2.5,84.8751,7.7
18-Jul-13,0.6579,0.0095,2.384,2.17,0.50,2.5,84.8751,7.7
17-Jul-13,0.6591,0.0024,2.413,2.18,0.50,2.5,84.8751,7.7
16-Jul-13,0.6612,-0.0045,2.391,2.14,0.50,2.5,84.8751,7.7
15-Jul-13,0.6621,0.0063,2.452,2.16,0.50,2.5,84.8751,7.7
12-Jul-13,0.6615,0.0002,2.432,2.15,0.50,2.5,84.8751,7.7
11-Jul-13,0.6616,0.0059,2.487,2.20,0.50,2.5,84.8751,7.7
10-Jul-13,0.6691,-0.0012,2.513,2.23,0.50,2.5,84.8751,7.7
09-Jul-13,0.6743,0.0098,2.537,2.27,0.50,2.5,84.8751,7.7
08-Jul-13,0.6694,0.0117,2.583,2.27,0.50,2.5,84.8751,7.7
05-Jul-13,0.6719,-0.0072,2.585,2.25,0.50,2.5,84.8751,7.7
04-Jul-13,0.6637,0.0308,2.491,2.16,0.50,2.5,84.8751,7.7
03-Jul-13,0.6554,-0.0117,2.496,2.13,0.50,2.5,84.8751,7.7
02-Jul-13,0.6592,-0.0006,2.486,2.16,0.50,2.5,84.8751,7.7
01-Jul-13,0.6568,0.0149,2.516,2.19,0.50,2.5,84.8751,7.7
28-Jun-13,0.6593,-0.0045,2.535,2.20,0.50,2.6,84.6772,7.7
27-Jun-13,0.6577,0.0126,2.505,2.14,0.50,2.6,84.6772,7.7
26-Jun-13,0.6519,0.0104,2.536,2.16,0.50,2.6,84.6772,7.7
25-Jun-13,0.6492,0.0121,2.605,2.15,0.50,2.6,84.6772,7.7
24-Jun-13,0.6494,-0.0142,2.638,2.11,0.50,2.6,84.6772,7.7
21-Jun-13,0.6498,-0.0070,2.493,2.03,0.50,2.6,84.6772,7.7
20-Jun-13,0.6466,-0.0298,2.396,1.94,0.50,2.6,84.6772,7.7
19-Jun-13,0.6386,-0.0040,2.226,1.84,0.50,2.6,84.6772,7.7
18-Jun-13,0.6407,0.0069,2.236,1.86,0.50,2.6,84.6772,7.7
17-Jun-13,0.6364,0.0035,2.186,1.83,0.50,2.6,84.6772,7.7
14-Jun-13,0.6379,0.0006,2.168,1.82,0.50,2.6,84.6772,7.7
13-Jun-13,0.6378,0.0008,2.221,1.85,0.50,2.6,84.6772,7.7
12-Jun-13,0.6375,-0.0064,2.251,1.86,0.50,2.6,84.6772,7.7
11-Jun-13,0.6411,-0.0094,2.271,1.85,0.50,2.6,84.6772,7.7
10-Jun-13,0.6441,-0.0018,2.227,1.88,0.50,2.6,84.6772,7.7
07-Jun-13,0.6436,0.0120,2.166,1.84,0.50,2.6,84.6772,7.7
06-Jun-13,0.6442,-0.0130,2.128,1.84,0.50,2.6,84.6772,7.7
05-Jun-13,0.6497,-0.0212,2.111,1.83,0.50,2.6,84.6772,7.7
04-Jun-13,0.6539,0.0051,2.135,1.83,0.50,2.6,84.6772,7.7
03-Jun-13,0.6538,-0.0088,2.092,1.82,0.50,2.6,84.6772,7.7
31-May-13,0.6596,-0.0111,2.094,1.80,0.50,2.4,84.4722,7.7
30-May-13,0.6572,0.0045,2.047,1.77,0.50,2.4,84.4722,7.7
29-May-13,0.6616,-0.0199,2.083,1.80,0.50,2.4,84.4722,7.7
28-May-13,0.6651,0.0162,2.038,1.77,0.50,2.4,84.4722,7.7
24-May-13,0.6605,-0.0063,1.979,1.73,0.50,2.4,84.4722,7.7
23-May-13,0.6638,-0.0210,1.997,1.75,0.50,2.4,84.4722,7.7
22-May-13,0.6647,0.0053,1.980,1.74,0.50,2.4,84.4722,7.7
21-May-13,0.6605,0.0071,2.015,1.76,0.50,2.4,84.4722,7.7
20-May-13,0.6569,0.0048,1.995,1.75,0.50,2.4,84.4722,7.7
17-May-13,0.6583,0.0053,1.970,1.73,0.50,2.4,84.4722,7.7
16-May-13,0.6533,-0.0009,1.954,1.73,0.50,2.4,84.4722,7.7
15-May-13,0.6568,0.0011,2.007,1.76,0.50,2.4,84.4722,7.7
14-May-13,0.6554,0.0082,1.977,1.75,0.50,2.4,84.4722,7.7
13-May-13,0.6517,0.0010,1.958,1.74,0.50,2.4,84.4722,7.7
10-May-13,0.6513,0.0049,1.963,1.73,0.50,2.4,84.4722,7.7
09-May-13,0.6453,0.0014,1.863,1.66,0.50,2.4,84.4722,7.7
08-May-13,0.6425,0.0040,1.843,1.65,0.50,2.4,84.4722,7.7
07-May-13,0.6465,0.0055,1.869,1.67,0.50,2.4,84.4722,7.7
03-May-13,0.6423,0.0094,1.804,1.62,0.50,2.4,84.4722,7.7
02-May-13,0.6447,0.0015,1.692,1.56,0.50,2.4,84.4722,7.7
01-May-13,0.643,0.0033,1.743,1.60,0.50,2.4,84.4722,7.7
30-Apr-13,0.6425,-0.0043,1.748,1.59,0.50,2.2,84.305,7.7
29-Apr-13,0.6454,0.0049,1.734,1.59,0.50,2.2,84.305,7.7
26-Apr-13,0.6455,-0.0025,1.765,1.60,0.50,2.2,84.305,7.7
25-Apr-13,0.6477,0.0017,1.802,1.63,0.50,2.2,84.305,7.7
24-Apr-13,0.655,0.0040,1.770,1.61,0.50,2.2,84.305,7.7
23-Apr-13,0.6543,0.0200,1.773,1.61,0.50,2.2,84.305,7.7
